"","KID","LW_std","LW_raw","PC_std","PC_raw","AP_std","AP_raw","DigSpan","BPE","BPN","year"
"8958",2847040,85,43,92,28,99,42,10,2,0,2007
"8959",2848036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8960",2848037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8961",2848038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8962",2848039,77,40,83,25,82,33,12,0,0,2007
"8963",2848040,89,43,88,24,103,41,16,0,0,2007
"8964",2848041,87,41,87,23,97,37,15,0,0,2007
"8965",2848042,102,45,90,22,96,34,20,0,0,2007
"8966",2848043,98,41,91,20,128,41,16,8,4,2007
"8967",2848175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8968",2848179,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8969",2849031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8970",2849032,94,47,91,27,97,40,NA,8,3,2007
"8971",2851031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8972",2851032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8973",2851033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8974",2851034,100,47,114,31,103,39,15,6,8,2007
"8975",2851035,99,43,100,26,105,36,12,3,1,2007
"8976",2852041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8977",2852046,100,50,115,34,95,39,13,7,9,2007
"8978",2852048,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8979",2852049,91,43,102,29,100,39,11,9,8,2007
"8980",2852050,109,48,93,24,107,39,10,10,6,2007
"8981",2852051,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8982",2852052,93,41,92,23,91,32,11,5,6,2007
"8983",2852053,99,43,96,24,132,44,13,2,0,2007
"8984",2852054,111,45,105,26,134,43,18,8,3,2007
"8985",2860031,102,51,100,31,105,44,14,2,1,2007
"8986",2860032,99,45,95,25,110,40,12,0,1,2007
"8987",2867032,80,41,74,21,68,26,NA,NA,5,2007
"8988",2869031,108,49,126,34,129,48,NA,5,1,2007
"8989",2874032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8990",2874033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8991",2875034,85,43,80,23,79,31,12,0,0,2007
"8992",2875035,74,36,86,24,92,36,10,2,0,2007
"8993",2876032,69,35,66,18,82,33,13,1,0,2007
"8994",2880030,90,43,98,28,107,42,15,12,14,2007
"8995",2880031,NA,NA,NA,NA,NA,NA,NA,13,9,2007
"8996",2881033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8997",2881036,90,39,94,24,101,36,16,4,3,2007
"8998",2881037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"8999",2882032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9000",2882033,104,51,90,27,108,45,16,1,0,2007
"9001",2882034,117,52,105,30,101,40,14,2,6,2007
"9002",2887036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9003",2888030,96,46,91,25,107,42,16,7,4,2007
"9004",2890031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9005",2893031,123,54,98,30,121,50,15,3,2,2007
"9006",2893177,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9007",2895032,149,56,143,41,131,55,23,2,1,2007
"9008",2895033,112,53,131,38,119,50,15,0,0,2007
"9009",2895034,119,49,104,27,121,41,12,4,0,2007
"9010",2897031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9011",2897032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9012",2897033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9013",2897034,100,51,101,32,99,43,19,5,1,2007
"9014",2897036,118,52,100,29,117,45,NA,1,0,2007
"9015",2897180,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9016",2897182,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9017",2898031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9018",2898032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9019",2902030,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9020",2902032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9021",2902033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9022",2907035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9023",2907036,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9024",2907037,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9025",2907038,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9026",2907041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9027",2907043,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9028",2910032,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9029",2910033,NA,NA,NA,NA,NA,NA,NA,0,0,2007
"9030",2916031,98,45,96,26,88,32,15,12,11,2007
"9031",2916032,88,37,96,24,104,36,13,12,12,2007
"9032",2920034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9033",2920035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9034",2921031,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9035",2921033,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9036",3002002,107,50,112,32,117,46,22,13,9,2007
"9037",3005002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9038",3006004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9039",3010003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9040",3010004,NA,NA,NA,NA,NA,NA,NA,4,2,2007
"9041",3012002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9042",3018002,121,54,92,28,108,46,18,11,8,2007
"9043",3018003,118,54,100,32,120,51,25,2,9,2007
"9044",3019003,99,46,88,23,94,35,11,5,2,2007
"9045",3021003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9046",3021004,100,50,102,31,147,57,21,0,0,2007
"9047",3023003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9048",3023004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9049",3024003,87,38,84,20,89,31,9,0,1,2007
"9050",3025003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9051",3025004,132,52,99,25,123,41,19,5,4,2007
"9052",3027002,95,43,84,20,65,22,8,6,2,2007
"9053",3030003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9054",3032003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9055",3033002,87,44,97,30,70,27,9,8,6,2007
"9056",3034004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9057",3036004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9058",3036005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9059",3037002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9060",3037004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9061",3041003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9062",3041004,124,54,97,29,96,39,19,3,2,2007
"9063",3043003,96,43,96,25,93,33,9,1,1,2007
"9064",3045003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9065",3045004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9066",3046005,87,43,85,24,104,43,10,0,0,2007
"9067",3046007,91,45,90,26,102,42,NA,0,0,2007
"9068",3047005,103,49,91,25,99,39,NA,4,1,2007
"9069",3047006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9070",3049004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9071",3049005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9072",3050003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9073",3050004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9074",3055003,138,54,115,31,132,47,19,0,0,2007
"9075",3055004,125,49,99,24,110,36,16,7,5,2007
"9076",3056003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9077",3057004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9078",3057005,96,44,86,21,91,33,12,1,3,2007
"9079",3059003,154,56,106,33,106,45,18,4,0,2007
"9080",3059004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9081",3061003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9082",3061004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9083",3063005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9084",3063006,73,34,81,21,74,27,10,4,2,2007
"9085",3064006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9086",3064007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9087",3066003,129,54,107,31,153,57,19,4,0,2007
"9088",3070003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9089",3073002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9090",3075004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9091",3078003,104,45,99,26,102,36,NA,7,2,2007
"9092",3079005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9093",3080003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9094",3082003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9095",3082004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9096",3085003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9097",3085004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9098",3088004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9099",3088005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9100",3089006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9101",3089007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9102",3090003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9103",3090004,121,52,112,31,132,49,NA,0,2,2007
"9104",3091003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9105",3091004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9106",3092003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9107",3092004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9108",3093002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9109",3094003,116,53,98,30,123,50,13,0,0,2007
"9110",3094004,118,51,93,25,100,38,15,0,0,2007
"9111",3095003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9112",3095004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9113",3096003,117,50,124,33,122,44,18,6,1,2007
"9114",3098003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9115",3098004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9116",3099004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9117",3099005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9118",3105003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9119",3105004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9120",3108004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9121",3109003,125,53,108,30,113,43,27,9,0,2007
"9122",3110003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9123",3110005,96,48,98,30,116,48,20,10,2,2007
"9124",3111004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9125",3111005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9126",3113003,98,42,96,24,117,40,11,13,3,2007
"9127",3115004,94,49,95,30,108,47,19,4,0,2007
"9128",3116002,99,48,103,30,117,46,12,6,4,2007
"9129",3117005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9130",3117006,103,47,96,26,91,33,19,7,4,2007
"9131",3121004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9132",3123003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9133",3124003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9134",3125004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9135",3125005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9136",3126004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9137",3127003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9138",3127004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9139",3128004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9140",3128006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9141",3129003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9142",3129004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9143",3130002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9144",3131002,143,55,114,31,130,48,NA,1,3,2007
"9145",3131003,107,44,91,20,122,39,13,5,7,2007
"9146",3133003,99,42,95,23,101,34,14,11,6,2007
"9147",3135003,87,44,90,27,71,27,NA,5,4,2007
"9148",3135004,82,39,85,23,78,29,9,11,6,2007
"9149",3136003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9150",3140003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9151",3140004,90,43,105,30,99,39,17,0,0,2007
"9152",3141005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9153",3143004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9154",3144003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9155",3147006,115,51,103,29,125,47,18,0,0,2007
"9156",3149003,102,49,95,27,108,43,15,1,1,2007
"9157",3151004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9158",3151005,110,51,98,29,121,48,17,6,3,2007
"9159",3154003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9160",3155005,97,50,93,29,94,40,13,15,13,2007
"9161",3155006,89,42,94,26,92,35,NA,16,13,2007
"9162",3156003,115,49,108,29,112,40,16,6,1,2007
"9163",3156004,120,48,88,19,127,41,14,7,6,2007
"9164",3157004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9165",3157005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9166",3159003,102,48,89,24,103,40,NA,1,3,2007
"9167",3159004,122,54,126,37,123,51,23,2,0,2007
"9168",3161003,99,51,103,33,126,53,22,3,0,2007
"9169",3162005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9170",3162006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9171",3163004,108,51,91,26,113,46,16,1,0,2007
"9172",3167003,152,56,119,36,149,58,21,3,0,2007
"9173",3168003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9174",3168004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9175",3171005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9176",3172004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9177",3176004,106,48,95,26,90,33,14,3,3,2007
"9178",3176005,108,45,96,24,103,35,12,5,1,2007
"9179",3177003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9180",3178003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9181",3178005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9182",3179004,70,37,72,21,70,28,10,5,5,2007
"9183",3179006,92,41,96,25,116,41,14,6,8,2007
"9184",3189003,99,50,90,27,79,31,14,0,2,2007
"9185",3190003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9186",3191004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9187",3194003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9188",3194004,87,44,86,25,83,33,13,10,7,2007
"9189",3196003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9190",3196006,89,47,94,30,78,32,13,11,6,2007
"9191",3197005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9192",3198002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9193",3200004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9194",3200006,95,48,90,27,83,33,11,11,11,2007
"9195",3202003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9196",3202005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9197",3204003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9198",3204004,89,43,83,22,86,33,11,3,2,2007
"9199",3205002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9200",3206004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9201",3207004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9202",3207005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9203",3211003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9204",3211004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9205",3212005,NA,NA,NA,NA,NA,NA,NA,NA,1,2007
"9206",3212007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9207",3217003,95,43,103,28,116,42,15,6,3,2007
"9208",3221003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9209",3221005,95,43,95,25,98,36,13,2,3,2007
"9210",3223003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9211",3223004,106,52,106,33,101,43,18,0,0,2007
"9212",3224006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9213",3224007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9214",3225003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9215",3225006,94,43,93,24,97,36,14,7,5,2007
"9216",3227003,NA,NA,NA,NA,NA,NA,NA,7,4,2007
"9217",3227004,70,34,68,18,92,37,10,15,8,2007
"9218",3228003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9219",3228006,100,48,103,30,101,40,13,3,2,2007
"9220",3229003,92,47,97,30,77,30,9,1,0,2007
"9221",3229004,110,49,85,21,96,36,14,0,0,2007
"9222",3231003,102,42,106,26,119,38,11,9,6,2007
"9223",3232004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9224",3232005,91,47,96,30,110,47,15,0,0,2007
"9225",3233003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9226",3233004,74,38,78,23,99,43,14,2,1,2007
"9227",3237006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9228",3237007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9229",3238003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9230",3238004,91,46,96,29,96,40,12,1,4,2007
"9231",3239003,91,43,109,31,114,44,9,1,3,2007
"9232",3239004,96,43,100,27,91,32,9,1,1,2007
"9233",3240003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9234",3240006,94,42,86,21,105,38,12,12,6,2007
"9235",3242003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9236",3242004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9237",3243004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9238",3248004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9239",3248005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9240",3249004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9241",3249007,91,47,90,28,82,33,11,5,0,2007
"9242",3250003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9243",3250004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9244",3257003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9245",3257004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9246",3258004,89,46,90,28,114,49,17,0,4,2007
"9247",3258005,92,41,98,26,116,41,8,1,0,2007
"9248",3265003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9249",3265004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9250",3270002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9251",3275003,123,54,98,30,101,42,18,2,1,2007
"9252",3275004,100,47,128,34,103,39,19,3,1,2007
"9253",3276004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9254",3277003,84,43,88,27,93,39,NA,NA,3,2007
"9255",3277004,88,43,84,23,96,38,15,1,4,2007
"9256",3279006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9257",3279007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9258",3282005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9259",3282007,104,52,95,30,123,52,22,1,1,2007
"9260",3289003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9261",3291003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9262",3294004,156,56,114,34,121,50,24,0,0,2007
"9263",3302003,149,56,111,35,128,54,21,0,0,2007
"9264",3302004,118,53,110,32,132,52,17,4,0,2007
"9265",3303007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9266",3308003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9267",3309003,150,56,111,35,110,48,20,5,2,2007
"9268",3309004,143,54,98,25,127,43,15,6,3,2007
"9269",3310003,100,45,100,27,96,34,NA,3,0,2007
"9270",3311005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9271",3311007,81,38,89,24,88,33,NA,1,1,2007
"9272",3312005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9273",3317003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9274",3317004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9275",3318003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9276",3320002,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9277",3323003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9278",3323004,82,42,88,27,95,40,14,9,11,2007
"9279",3326003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9280",3328005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9281",3328006,NA,NA,NA,NA,NA,NA,NA,7,2,2007
"9282",3330003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9283",3331006,63,32,63,17,72,28,NA,15,13,2007
"9284",3331008,92,43,80,20,87,32,12,3,5,2007
"9285",3332003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9286",3332004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9287",3333003,107,52,94,29,101,43,13,1,1,2007
"9288",3336003,103,47,128,34,124,45,16,5,4,2007
"9289",3336005,115,53,134,38,115,48,16,2,0,2007
"9290",3343003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9291",3345003,73,33,75,18,66,23,9,13,8,2007
"9292",3345005,102,44,80,17,84,28,15,16,11,2007
"9293",3346003,74,37,74,20,93,38,11,5,2,2007
"9294",3347005,98,45,99,27,123,45,10,12,4,2007
"9295",3348006,77,33,90,23,88,31,13,8,6,2007
"9296",3349003,91,45,86,25,87,34,13,4,1,2007
"9297",3349004,126,53,120,33,111,42,18,1,0,2007
"9298",3350003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9299",3352003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9300",3353003,102,49,88,24,115,45,14,0,0,2007
"9301",3353004,98,42,101,26,109,37,15,0,0,2007
"9302",3355005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9303",3355006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9304",3356006,94,45,85,23,97,38,NA,7,2,2007
"9305",3360002,112,52,90,26,103,42,15,9,0,2007
"9306",3360003,118,51,98,27,98,37,16,5,0,2007
"9307",3365004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9308",3365005,85,44,84,25,93,39,12,3,3,2007
"9309",3367003,95,49,96,30,109,47,14,4,4,2007
"9310",3367004,104,48,90,24,108,41,13,9,6,2007
"9311",3368007,88,44,81,23,109,45,15,2,3,2007
"9312",3368008,97,42,91,22,111,38,16,6,1,2007
"9313",3369004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9314",3369007,111,45,94,22,117,38,14,4,5,2007
"9315",3371004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9316",3371005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9317",3372007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9318",3372008,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9319",3373003,88,44,93,28,94,38,11,6,3,2007
"9320",3373004,85,40,102,29,91,34,16,2,2,2007
"9321",3374005,93,38,98,24,120,39,11,2,4,2007
"9322",3375005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9323",3375006,86,43,76,21,82,32,9,11,10,2007
"9324",3376006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9325",3376007,91,47,93,29,94,40,12,1,3,2007
"9326",3378003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9327",3378004,97,43,94,24,111,39,NA,4,2,2007
"9328",3380004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9329",3380005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9330",3382003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9331",3382004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9332",3386003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9333",3386004,NA,NA,NA,NA,NA,NA,NA,4,2,2007
"9334",3387003,133,52,113,29,100,34,16,0,0,2007
"9335",3389003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9336",3390003,112,53,103,32,109,46,25,1,3,2007
"9337",3396004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9338",3397003,93,46,99,30,92,37,12,1,6,2007
"9339",3397007,93,38,93,21,104,34,NA,5,4,2007
"9340",3403005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9341",3403006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9342",3404003,106,51,88,26,92,37,16,12,2,2007
"9343",3404004,116,49,90,22,111,39,13,1,0,2007
"9344",3407003,126,53,93,25,103,39,NA,1,3,2007
"9345",3407004,107,44,96,23,96,32,14,2,1,2007
"9346",3408004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9347",3409003,107,51,83,23,98,40,NA,7,2,2007
"9348",3409004,110,47,97,25,106,37,12,4,2,2007
"9349",3413005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9350",3416003,120,49,105,27,90,30,NA,0,0,2007
"9351",3417003,114,51,102,29,109,42,13,6,0,2007
"9352",3420004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9353",3420005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9354",3422003,110,53,125,38,155,59,19,4,2,2007
"9355",3422004,93,42,116,31,118,43,13,8,6,2007
"9356",3425004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9357",3427004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9358",3427005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9359",3429004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9360",3429005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9361",3437003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
"9362",3437007,95,39,95,22,106,35,9,3,2,2007
"9363",3441003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
